sale_id,hk_sale_id,as_of_day
Standard Class_2239.936_8,c7b5378beb471df4077ae10b24a7a2e1ba99005b9eda1e669d43d04d429c191b,2025-10-16
Standard Class_125.36_8,ee3ef73afa07a698b8eb7ff16dd056a80eddb0e50c2dea76550cd2e162469c52,2025-10-16
Second Class_51.56_2,87b10c2e873ec0f0a82b24bdb548b12094ac631923f5364b5ef12b0277cc78ba,2025-10-16
Standard Class_90.64_8,6b2c9ab9c7ae35260facb1d899c8c85424318c5760947cf50abfe26148d7a3c2,2025-10-16
Second Class_42.616_7,f039792647d2a1d9d9f67eb701f95902b58a0178ce7b1008b8a8ad8edfc4aa53,2025-10-16
Second Class_17.456_2,ea83fe701e0fc42912f1fcae24713e9a5b2f86ae2477b97c180cf6aaab030e99,2025-10-16
Standard Class_1983.968_4,e1b39c4b6236596f5c67cfd4c4b09323120092f3e6144e3478190282971378d2,2025-10-16
Standard Class_31.984_2,7787347b6ac93971c92ca79d5ed7bb91133a630448048aff985f0eef9ba8e12f,2025-10-16
Standard Class_40.46_7,7e4526e0b3a7929cef16e8f191b4fa15987feb857969923759491dc915a45a67,2025-10-16
First Class_18.16_5,0fb67beefabda8a3f316a3df3d8e4e6bb4e4a5cec4e12489d9f26bd4b2b2f1e3,2025-10-16
First Class_979.95_5,546fcf49cff5c923c77f0392a0b648439af5ae98f696972d3df36d7c789b1bb3,2025-10-16
Same Day_9.702_3,a665f0db95479b3b0a64e5f6b85582f81e559ba696ba075a02563a5b927ea885,2025-10-16
First Class_100.49_1,0c3f954fdb6bc1bdbf5bf6248bd8001a6834f998c3f59000fc2f03f0669d72d4,2025-10-16
First Class_1606.23_9,f5479f2e31b2bde17ed6fd40ef0b3306842ea06cf23d2bc67f0de35e0c3918b7,2025-10-16
Standard Class_10.584_7,331b3423ad8b5259e4bf6b3d9fa6d5570da087d8a50497ce03afaedc75336af2,2025-10-16
Standard Class_359.976_3,d85531dc95039949cc9e0cd2c9b5bb1438a4abca1b9b9034da63d5c5f67285c9,2025-10-16
Standard Class_95.1_5,323fc07ba578ad019d658f3168be884e9fb6fd66f54f1b0cdfb11d94100cb63b,2025-10-16
Standard Class_451.136_4,e536d10d97dc1927d6be08f12ed15c94e036978a42ad83036941fd5a2286f73d,2025-10-16
First Class_63.9_5,7cb09ab16027c27198ec55e1289bafed45186b3f2ed998024ff71aa1b904d427,2025-10-16
Standard Class_8.016_3,defa23f00c6c2d26156fb4830b773949b0b57d70ae1e7bf235c0218ea59df618,2025-10-16
Standard Class_36.048_3,e46bc95ed341332fd11f78e90f6c403e246cedebf0b3df7a34f0a88275551233,2025-10-16
Standard Class_2690.97_3,38dbf99a3a008c698e8865662babf86a74df5834be4e7a0491ff232124cbbe1c,2025-10-16
First Class_821.94_6,1c9ad2bb6be5ed22eb263477946bc313a85f21ee67cad5ace9d84dd19c6b8883,2025-10-16
Second Class_21.93_3,6183d9385265627f98e3356cf19ddb1eaf2288a0a8f8838a4262986307c19e44,2025-10-16
Standard Class_3.564_3,b692f9c57740d569a09f80bbcb20d4b43857b76e5f046099cf80feee5bddfd57,2025-10-16
Standard Class_27.696_3,c7d1857b18df893453fcf613d33c01181368a8fa24183ad856385de246950571,2025-10-16
Standard Class_38.34_3,dade2fbeb47d7ead031bbca59a481272998ea4f53197ff3aadfca1e4951b7cd2,2025-10-16
Standard Class_119.9_2,dfdfa268d4a64667a04dbdf052252d06a3cc8486ba72afae61186ae235b63c52,2025-10-16
Standard Class_3.312_1,10442668d07fbfa3b516e57b7c9b06d761b770f93be914969a7970ed5cc4c3cc,2025-10-16
First Class_54.9_5,9ceb0c7c474f32c69837369d6bf940cfdab890f02df519bb3684c4dd5e77be7f,2025-10-16
Second Class_22.45_5,71edce5f71435a8517a2344196e2990fdd21f48a3cd1c444cc46bc818e9866e9,2025-10-16
Standard Class_10.782_3,9ff5e146ca8ae77dd8875ea0d478ee295191033eb6826b2f243ad8f59e1f3b12,2025-10-16
Standard Class_227.46_6,3a5f3ca8f5feed8e0826ca2d62ab45bd5bd60a8701ae792a85a21a81b7a9123d,2025-10-16
Second Class_445.44_8,229d631b10bb489b8c912ceeebc094e3cba354723f3335903c2affa87d00d7fc,2025-10-16
Standard Class_13.592_1,14593f00f9718c1e3535d2b6133d25757d87eb493646a27f64a0d9ddd4ba4b98,2025-10-16
Second Class_569.99_1,0550b0b97b4eb3675202e1fa990de3b0f6b27caa79e17dd8595699dc4ab96f13,2025-10-16
Standard Class_111.98_2,431dc363ac2f430a12bb00cdd441f6c0c1c8936c13ad3080c86cc56e90637706,2025-10-16
First Class_11.21_1,59fafd15c413b854a35309a202f465e7ec309f149b5ccab568540ceca4b9fd66,2025-10-16
Standard Class_217.44_6,022874d6d6c527df000fc760f472be94c60095a10241b029f8e6a52cb50cf6d0,2025-10-16
First Class_604.768_4,a83ce4744878609beba8950d9c424575ef3019ec2bd80e18d5626f6c59b79af0,2025-10-16
Standard Class_12.384_3,c067e3a6390e1aeb1f46a0bb44f8b8fa739e237f425d40f9aaf947ff0cc8f67b,2025-10-16
Second Class_30.56_5,3765230b5b49e2d43371872ec33ca0b843dc98b87388d841d489dbc41d026a8c,2025-10-16
Second Class_94.2_5,c628616000f26e69848db58a5084bbac909cd61eb304897f29c692a893e61a5d,2025-10-16
Second Class_11.56_1,b42d3ed5302d8c9a6075113df425f8b7c688faab3e99dcf1ff529e6665f0cccd,2025-10-16
Standard Class_172.764_2,c537e33548fbaa2ebe2e38ff12600fdf613771fda384ff6d1a9628f0877025db,2025-10-16
First Class_34.77_3,42e5473a0b85d10028ff6440fa2d6eba058ccc65f0ecc6040986c7ccd781ccdf,2025-10-16
First Class_9.392_2,8677a7370f8709cd9f5d76b2bfdda0d33746ded228fa8c8fd18f698dfae6ffa2,2025-10-16
Second Class_241.44_3,c7e7ec966a94c15fe5fd4d807d763f37c6628bf98e92c476bf1695f29e2ea2de,2025-10-16
Standard Class_107.648_2,0bfc64730f7a9b75aa519966428dc32157e15d4c7ebaac84b76d6ac83f6230a8,2025-10-16
Standard Class_37.17_9,c212399885e6607cfbd14a0dd891f3bd8d2bb3f76e34aff463cddc9704642a6e,2025-10-16
Standard Class_296.712_13,fce61890f6913f4482edd37929d9fc6c172effcba6e269fcc5d741735fcb4e4a,2025-10-16
Standard Class_7.3_2,bf1a7a29e7cf52801353169ed7c07ef387967f738afabac9ff1fd4620317acc9,2025-10-16
Standard Class_22.62_2,1df0b8da98f83356f2c05f15773520323533757218ee427a749bb0d7a4e6b59f,2025-10-16
Standard Class_55.188_2,b9f926acc822d7e0e56d7cb7c0da8277ebc69932f898079f7370dfae6d90d784,2025-10-16
Standard Class_355.96_2,2580d2fa90d696a809f050c8cbb43415ece8618261d31ab9108c6e91c8ad2cd3,2025-10-16
Standard Class_16.784_1,98b7dbeb5bed12b4064803c3962dccfcfa75640a47e9d7190094fae41660743b,2025-10-16
Second Class_7.824_1,94240e29212896b082bc7bcbca239efa7d13bf7ca11f182ef3302e05994f8145,2025-10-16
Second Class_3.76_2,abdd39edbd6ff537a223c606bb42fd7c48d6f24c171ef66af8bd51a27163e5b8,2025-10-16
Standard Class_17.48_2,646c245789a655c5af3548298f20774af312235c360c3b34f79bef8599ede0f0,2025-10-16
First Class_11.22_10,9463b333440fa08d5371667288fde6421bae5fbd9d1993a276f43f0501187ee6,2025-10-16
Standard Class_30.56_5,a2cd4ec95e83cbec74391a152f57144e40f5a15f2a04fd3ba3b4dff296973aa7,2025-10-16
First Class_74.352_3,ef7128addbe3dacfe89b8ee1b863607bcbba4dd7c0d07cb9acdcf78f27255377,2025-10-16
Second Class_244.615_1,8a83b36b09a97e37b2776fc2b2dbe32f1299c92fa203cd498a123c322eca617f,2025-10-16
Same Day_8.26_2,c1b43e1c31a79204e75b252617927d865b13f1e99d7ecbafcefea77996a979ca,2025-10-16
First Class_71.976_3,d39d3ad49ad55b974bf573630361ca533181a073391e7c9c0c9bc6da404f92c7,2025-10-16
First Class_825.174_9,02b21bd1f5cfbe8f97d0f65ad929322c30b295af249d0dcb61d11040e7069a85,2025-10-16
Standard Class_93.024_3,d22bf20d901eb77939629b46050df9b2abc3ca2ef31862574e57e4715361b4be,2025-10-16
First Class_169.064_7,53fd128e3b35c94fada98647d8a2dd4d9e3baf48a5718cfa3845dacf9fd46981,2025-10-16
Second Class_34.08_2,ae052bfbb726f58c77c23a9972d1f91bacdb26db31412edbc08d89dad19671c5,2025-10-16
Second Class_896.328_9,09820a8f5ebf18c247036d50abbf1e7b1e85504337bfbe8c20321f0058ad884d,2025-10-16
Second Class_36.4_5,845786c8f14af6626b93be95198253f5c31014090d5ee02a109328c9b478089d,2025-10-16
Second Class_182.67_3,def14cef72ffcc3b3e378a08fe2824ccef8840666c908ca267f602339ac7d806,2025-10-16
Second Class_697.16_5,469f76981240748ab46ce370bf20c883442d7a06c78502b25d03f8e53d79daf9,2025-10-16
Same Day_142.488_3,65618ef4019999c3a5f6e5cca52138102b1f3f2f2062afb34af08906936587c8,2025-10-16
Standard Class_27.36_9,9fee2fa532c483208a14ed121953d2324f77d931d2b7feaeadc4c204bcfa36af,2025-10-16
First Class_33.62_5,b9db588de5cce93c7fc4dba693edaa167f3c84381581e1ec73e91d03e46f8c94,2025-10-16
Standard Class_2.48_2,1318a7799b65712abfa6b95d4e532622852e43ba440451dddb929ed9b68bc1a2,2025-10-16
Standard Class_31.08_4,7ab118ea3c6c17dc35135e78ee66d851cb8710cf6aaf73cb4d2f17385c2e1608,2025-10-16
Same Day_122.688_9,1b2481aa9b90bb1fc14897d13cc9a7682820db1fdd968fbd4c8da4f87cbc12c1,2025-10-16
First Class_465.16_2,4e75ce91ec32f547a5776b4be58d5837a4b626823726544ba88894d8bb358323,2025-10-16
First Class_235.95_3,4ff5816db22487dffa83e16c647ba276d0dfe060f0ffd85323507ae68c9998f9,2025-10-16
Standard Class_2.469_1,9f5054ef07e6fda3df88e3e5c57e1af3bbb4d676a2b225b5b792490d3c8a3f59,2025-10-16
Standard Class_93.248_4,7fccdb2ef594842278b6611f82d487aed058824879a93bf43652cec973cdd24c,2025-10-16
Standard Class_108.768_4,752f764667d6330cd5312d49a347f06b0b280828c0bbbea55d1a8a564c1c90e2,2025-10-16
Second Class_211.96_4,bcf4c8366127b8a162c22ed2c371fca6f4c13147f065c89331a5f2bebb16bf13,2025-10-16
Standard Class_38.22_6,a55e8b486ef749e3385c3af955acb4ad428c36788e30bde0f8ede8a5d3b05594,2025-10-16
First Class_1.68_1,c7b87e5648ecbf4115cc8c178e61bd934f8d8b19713ec50c92bcd8c9b78edf89,2025-10-16
Second Class_4.72_2,3b2428a9ceedf353d48911dc5d7fc522ed84b0320c5eeaeeba34e1359e71ea0c,2025-10-16
Second Class_31.984_2,40cddd541bb9663e28cd0cf277ad57f332b41da662f912f86b8582b2b73fabd8,2025-10-16
Standard Class_449.15_5,c8ca828ae94bf5513e5cbffe5ec511cc4bced70fccd83f3c4e692cef5df28bfe,2025-10-16
Standard Class_40.3_2,1a97518ab528f0b3d956a59b8750a1cbd53a56dbfb08e8420097e77ac4b3a049,2025-10-16
First Class_8.73_3,7855afcb89a3f46ba1ce1dc828623b5a5dcdfa686abf4d9677205b26e1553f6b,2025-10-16
Standard Class_62.18_1,217f7c8dc11c6970f924bb621501400504e281fdda7a12531085eb2008adf970,2025-10-16
Standard Class_140.736_8,0fcb2f1bf278ddd91fc77181ca6243533f0dd31c4e3c514f0acb7721e3e297ba,2025-10-16
Standard Class_119.904_6,c490d43f173f81647d8f5bcfbfac3be5e439ccca626d6892f71128f51fb3a278,2025-10-16
Standard Class_7.42_2,68a7e7f0cd9da9a3b6d97440ee48889dd653275a852a7f518c32ed247350bde5,2025-10-16
Second Class_90.24_6,8c9c6dea3d7186b19257bd4aa68e1b659c07af2b0450bde17bfae435623264f9,2025-10-16
Second Class_181.986_2,f359742650d889e2daec02e78de8ea2d3124db411b561b16f4f72a6e8dfe6a2b,2025-10-16
First Class_101.84_5,69cf3f92f5e01bef2891482d4fe862bdd42afa2ca81ce17af5918b12d9f36d84,2025-10-16
Standard Class_65.99_1,1a0a7ff842e16808f313474154dd99a923af5291d46b2c32db1eda89393bd384,2025-10-16
First Class_318.4_2,97c3d1c7948a8eb3aa11a3f51148ccc98447809e40eb3d6fbf5950fdaba68252,2025-10-16
Standard Class_61.68_4,f81d66f6936000d595dd63d17fa3066acc9a6efd96695831207c6a92604f355b,2025-10-16
Same Day_27.414_3,ae45ec22585a5b1ddd1c1ecad1ad27f506c53281a8aefecc394e226144382fa4,2025-10-16
Second Class_71.88_2,55859e1fc2750fa6bfb4cd1ab22cd1a6b24dcd8b7be9386544af686359564944,2025-10-16
Standard Class_70.008_3,2887dc1bf4d80a6d3d9596c7db74d1e4e5353e81d0b93c2a0845d6b9907c9e92,2025-10-16
Second Class_1001.584_2,fd97eca3a6080f73576469f08c842325d48558d56b50c929c53c3df663bdfd5f,2025-10-16
Standard Class_182.112_6,79c11f9cc924dfdf59a3b89dacbf22c747f41a7bbaf86be58670ab7a338580da,2025-10-16
Standard Class_113.94_6,151329a820582d6f0116bb47f861f0ee806b5356a697665a48764b2ac236a596,2025-10-16
Standard Class_343.2_1,6c75daa392b31715bd2315c4460fa3af98e0d475a7257cca4a8cf6adcbf5a06b,2025-10-16
First Class_70.95_3,7048019f88780f493ea9f601ec2a8cbe9403d0e92ce06ac845800ac4c11880c8,2025-10-16
Standard Class_34.7_5,ccf2a7b36ac88ec060a97ba0cc6c73683c3de64c895e6227fb28ea3cf7f70d81,2025-10-16
Second Class_122.328_9,7d9148517936f0d7c3be2b0aba77b561d0770769310d286135123037edb742f1,2025-10-16
Standard Class_1879.96_4,0575d25eb59dd071848bab73b9fc6818d7ef297eec9627c8399a6053fd7096ae,2025-10-16
Second Class_157.9_5,6a2dc44c673e71977b783ff56f859ec61bb7af77b429310b3b5147678fab31c9,2025-10-16
Standard Class_25.71_3,3a18eea0187ac0d913345f12a4247ed0608b74f2bbaf7e0583e47a6a8cf20f47,2025-10-16
First Class_9.54_2,f6efd8b4e8479262155cbc528ea71476d49d44b15938b9d97050f3a23597f8ec,2025-10-16
Second Class_16.52_5,74e736245196d89bca875d4dae8308a4de2e5b1d70363ac0a75434ef0bd579c8,2025-10-16
Standard Class_7.88_4,e8346d01b535a60d721fbfd607f57c6cdbe8f94bf7b809032ec2fddbc6380317,2025-10-16
Standard Class_54.992_14,ea62ce40f2773cae02cd5fb10d9ead5da94be5fb15cc62136de59e209c81fc3c,2025-10-16
First Class_399.95_5,d902cbe4b720146aa0ee262771a9499c93c2fb6151910f382b28cc1fd95e3219,2025-10-16
Same Day_7.3_2,38f890f7517cab115f725a3fb3b6340bf68184094864dd9e4c8b473550ae3bab,2025-10-16
Standard Class_28.032_6,14921a721373fde48e0427ac5e87c98a710f9c616b8f9873c18dc22d465b9b08,2025-10-16
Standard Class_11.568_3,d273130d622153a2237e806f7b32011a4624a39479ce4bd0905662ca775cd70b,2025-10-16
Same Day_24.424_1,39ab49a30589c033360e1a3ed426940cbf14a62ce6923f1b17f7ad548a558418,2025-10-16
Second Class_19.3_5,7942e84a66f393f344f9709475c3e2257d091fc25327a4c12211da1b412bf69e,2025-10-16
First Class_37.764_6,2afa081ca454dfdca5f6ec4b5494c6b47592a759adcd7510c10eee5c7f55d1b3,2025-10-16
Standard Class_132.52_4,fc5ec911f1426c07f3f225c3581b4df91f8d0b645d17ae860e6916b5e19bc582,2025-10-16
First Class_35.97_3,24e7e3b5ef1058031a323812c7f9d324ec2dca992c89746daf87fc19be73db29,2025-10-16
Second Class_53.94_3,06f5d450706198ddb8d49c0cf10b5fe5820c774a3fadb8a9c51407a536a13668,2025-10-16
Standard Class_22.38_2,3ce76689ad5188bbdba07f49bca39d9132d94a17e1bae1c13a000159755c2468,2025-10-16
Second Class_447.84_8,55e22be82cd577dc09c1619e32599f2a5c87a511d32ee16e6a2bf18722791eaf,2025-10-16
Second Class_62.96_4,04f9e68b018aa5b2daaf194aa795debd05ff42500cca092707ebcc34d2ef5a03,2025-10-16
Standard Class_20.88_8,0b6f440a94b5820334eb27b66402eeed20ab1fb145ad49c091614181235e048e,2025-10-16
Standard Class_487.984_2,3f2c491b53110ae3f61093c1d4b8c1ef55fd30283fb37ed05c66d9102fbbac63,2025-10-16
Standard Class_26.432_8,7b6525180bc1322c59a381599a6454e3cf671f4ed94445b563a706bf06cffc79,2025-10-16
Same Day_485.94_2,f1f706ca90d6c7a72165dcc6c1e4ce0adbfd8ab5339fb634e67cf99b0e7653d4,2025-10-16
Second Class_13.36_2,7aa5a4fd3965fd8faefff12566dd4eb0d345cadfc1fec13895babdcb253c744f,2025-10-16
Standard Class_35.04_2,63bbbdcfb2fdf35c089cbe0bfce4927052b70d7825a770864f4faa093f90c374,2025-10-16
Second Class_33.82_2,e8534c274815fe32568c1ff92e37fe65bcf43b91a159ade76387d53a08e40cca,2025-10-16
Same Day_28.352_1,c4078003b8929345c2fb516d335bac9d9a212d321e6f2e87ae2130dd9fb23f0e,2025-10-16
Second Class_1013.488_7,138930f9baa2a4a971be8b3bd9c61a09e33fd05c2f199f334429951591d980e2,2025-10-16
Same Day_2054.272_8,d10c8a26ab18fc17e423f209e9a74eb8ef2dc7bd39efdd995cd8bdcdfaf1e855,2025-10-16
First Class_563.808_4,8516d4ab8c06e93c639cbbc829b6913624081f217e674e67e3522f19d95e13b7,2025-10-16
Standard Class_128.82_3,bdb0d261eb23eb7f83abeb01d55270736c74003b9e724aefb3e634fba25fc81c,2025-10-16
First Class_152.0_5,60f3b4701ed9eb6a0e4a62618a729b0f37eec35368aa6a524c9ab11e665f55e7,2025-10-16
Second Class_118.25_5,274998630d0c3ac8b1f4c10f9f6a8378f6cb6b434ce7db5a46d0e24fdc6fc589,2025-10-16
Standard Class_311.976_3,8ad048e5afa034397e77d1e8e21e45f886ee4628b508998a1b1f383209832781,2025-10-16
Second Class_77.55_5,c272ca4d682c8a3535e1fa59587d60dd40ef702dad85209453e887669c4ba79b,2025-10-16
First Class_14.94_3,14bfef75976282126d7f546d34ca58ecf15e1eba6215093be0ed527d587e381e,2025-10-16
Same Day_399.672_7,d24322c1ddfac95bfd64ed5ccb5710e6dfc0fcc9c09e245a88daa52bda121eed,2025-10-16
First Class_84.55_5,1c428eb9b4f40a2ce97f2d198bcf0637a5ef34456406467ce45b12284f805c72,2025-10-16
Standard Class_98.376_3,28add384fc2483230231fd426194d40566c0a4fe016e2bd8e29430a045461752,2025-10-16
Same Day_93.15_9,ffb0e9ad51481b9978f809964f3a02db3df1c14a678babe44e83aecc5b515995,2025-10-16
Standard Class_116.76_1,ea589315b5bdd4db2e29afcb8a4e73fbc98ee33a47afd472aaed78bb4a28f76b,2025-10-16
Standard Class_23.136_6,04793eacea095f8041ad909873e3d411941ba4c301d1c6d78dda904a106f12a4,2025-10-16
Second Class_876.3_10,b5b587723427c3dee3049f7c7a284c803d5a3306845cfeee3579dd7a04e082a1,2025-10-16
Second Class_1.524_2,c7c3a6bfcb371b096ca66143754beb1f498dca13efcb3c8e0a63f9e0e469b7da,2025-10-16
Standard Class_1023.332_5,4b50d67e2a34c4050389d4468950e65211e362dfd915963671196a22d6d76ca5,2025-10-16
Second Class_8.624_7,d025e1130d77f0ee153f996b7bff2a29972d48c84eb59ee983a47eae4a799354,2025-10-16
Standard Class_301.96_2,8681c1c8c73fc5d2254a12a599909200a44eeb7c9c40f3e83e20fd5ca3644dbe,2025-10-16
Standard Class_37.24_4,8beff9eabaaaec344b05dba10eeb9eb58f572f2bb833043b4838b920013ee297,2025-10-16
Standard Class_29.99_1,0b013475832734fa7e174cd0383010e5aee3cff8a7160a0d26ef2aa044bd2979,2025-10-16
Standard Class_8.72_4,766c33289590df68c7d74c60511a3549a8daf42444bce7a7ec1b2105afd069e9,2025-10-16
Standard Class_20.82_3,75db939e0578f9de1b14a6540e033ee57c714e0a54645defd22cfde3d50f985d,2025-10-16
Standard Class_396.0_4,f343e28e20799a88159bceebb68e3dc09254c27c4050f763f01127b8fe49939e,2025-10-16
First Class_381.44_2,d4993bcc6a8d54c94369d6962dfc6c4968b1df2530da366c466df00ce63b1985,2025-10-16
Standard Class_31.44_3,cd310f0d962554de7014aa262534bfc5f94eb29439b67638e88e467c9c2154ed,2025-10-16
Standard Class_73.98_2,3b0fb692b0508c8ae30f502f9795bd5f5104bc9659e1fdb6975b362456c744bc,2025-10-16
First Class_25.98_2,dd56c6b7809cce0a57ec69ba1349a9225f854ea3474e21e31f4e7759c4e5daf1,2025-10-16
Same Day_129.3_2,5bb14a08f6165e2eab9ceb5294c6c2c1a336e7f9b936d70fc1762f83af96f163,2025-10-16
Standard Class_39.96_4,632b34231c2729cb57001565a392397754ebfca0dcbb18b1a2525d30c7b2e4bf,2025-10-16
Same Day_14.2_2,d13852d8aa82d572e67f17b486742ffa5e00a83a1f0f85590fea18eac4d808c8,2025-10-16
Standard Class_629.95_5,afc2ac6f6e0ced86125b114874b964df34428aed9106773acee7024fd825093f,2025-10-16
Standard Class_24.7_5,28fa8a01f8500b4596a85c96d3ec5588e7a6f6cc0930ec30eb2db3858a5d5347,2025-10-16
Second Class_398.4_5,863f94e349c49dc0e981c9a017834e4d3b8193b0a2da209d5625ffea0aa74dfc,2025-10-16
Same Day_44.82_9,abba562064788571859e934624f63a8fb810f5d4d57ba5e9d669c71f1ce26c5c,2025-10-16
Standard Class_19.3_2,dcb95e456d9455b3194fa43f855366c667f91ae440011136a767ce05bf8d4e73,2025-10-16
Standard Class_270.62_2,bb7e79e805dddbd2c8375373a3a2ab673f3287f3750fcc17e629e52eb7198b9a,2025-10-16
First Class_34.944_6,0b64fc95d053c8b542b62aae8057018905fec477f4bd5516c28d52afa85a59ce,2025-10-16
Standard Class_38.08_5,6098bfe7ae3cce96dc70ef15b658aa355292bf962eced634317b3f10ac8e9a39,2025-10-16
Standard Class_8399.976_4,ba2df8a073c7c63d553c62fb50f79e8b8771ed0aa9dc92151faba5056eaa7527,2025-10-16
Standard Class_135.99_1,2687ab1f65820fd447c626bf8829f0e7b13ab2df818d36a61235138ff7a58466,2025-10-16
Standard Class_6.936_3,c4be38979cc521970cf9cbf1f9294f571400f72023211aa5165a4f0ae77cd84c,2025-10-16
Standard Class_67.9_5,2195f66e3f48692751a3dd7dfe66f9b4fcd5a3bf434323ff392f58a065da21b5,2025-10-16
First Class_276.784_2,f4b6345a0bd6a09e1758ca8ca9195536052fce8d55e4edd5e11fc4fdc9ff8ece,2025-10-16
Second Class_275.88_6,b71b572df5e1165743192a5bc0ec0a85912577811701a578066c18e1311b334c,2025-10-16
Same Day_67.136_4,1f679301a588d85602418b76052a84627f5559ee73c52aed2150a81cf6cb6803,2025-10-16
First Class_569.64_2,f6257446272fa14a053ccaa9621a0306d1ea0e138e911ef91a49a4022a29c838,2025-10-16
Standard Class_48.72_3,8269fd125391c531f3c15da9732b84b7a7a51f32dcbcad5ad0292171f1fa700a,2025-10-16
Second Class_82.64_2,6ff20763881fac6e44230f367db204dbe15253ada307fd92e6ca39a6bc41b276,2025-10-16
Standard Class_2563.056_8,86ae9951986f7462db95d26448cc2997f54b6c80fb045d91c1de9f3072ecec43,2025-10-16
Standard Class_946.764_6,205da4ee14692656ae67dd1a3c95cfb50f07595ab091d8da25205d3462e3bbca,2025-10-16
Standard Class_163.88_2,09372c36bf8929c008057e4dc716df95824980f95f1444585f17753c82c1f66b,2025-10-16
First Class_80.96_4,0a11df978a98d93a3075aa30da07f8149b6102d7edf10c8f1dc29bb4f49ef256,2025-10-16
Standard Class_3.304_1,c9a6bc352a91d436bdb11ac501026d880a1099d7537f087d7283d738ac49b5f2,2025-10-16
Standard Class_1004.024_7,e2887ecad4c6f1015d17cef8b7027a842490339c83fa1b9c8193d93bc8467c31,2025-10-16
Standard Class_122.328_3,93ccf155c5ddecd07a53828d1147feab2263dcfc9ab30ae8c2ffe0b0fc1ed57c,2025-10-16
Standard Class_3.168_3,f4a02d3e4402a8bca1755ae35a33d7787c7ce74e1cffd9bb74991ad224e88a7e,2025-10-16
Standard Class_90.93_7,d07e8cb7e0ae4fb46def845fe7415eaf0421642de4e48db04c58ca80caaa4cfc,2025-10-16
First Class_501.81_3,01ea759feb54643b36267b9e20cd0334f16a75eb2f7f8f36e6fcdbe8048f733d,2025-10-16
Standard Class_219.184_2,ad0ba80e190e477916519fdc5c29a765d628d14ef83cf2a8bdc1dc26b111c0c7,2025-10-16
Standard Class_35.82_9,f1eaeac2c4d40b71d5b143c8fef0f8a6c9c8a4ded880fd2f21c9d37f004abf22,2025-10-16
Second Class_296.85_5,2e40bd21f817b2648a49d4f55d044a5d507ba436888b041bc1872d1fed60e80b,2025-10-16
Standard Class_17.34_3,07bd109e5dd1f24e27edca93b5589411ffd7372da341eed2ed812b2690e19975,2025-10-16
First Class_5.28_1,7eb42fee21a66ead08e0a3cb4f3aa31c54371194c6090dbb5b53637cf5ac32be,2025-10-16
Standard Class_254.352_6,a047b2cc5904a80e7bcab8cb931761085a592e26ea0a1040a27ae274da62c43d,2025-10-16
Standard Class_2396.4_10,e94df92522f3be6aa0bd3496ccb7a15a7172f98e6ff5c02d54cb4d1cd96069d6,2025-10-16
Standard Class_15.75_5,c6869fdb8c7fe19ca55a934bd62cb82d04ee6d257c5687290aaf075d26bf952b,2025-10-16
Same Day_166.44_3,db2ed9f85ceccb2da6c0049910f2f99d7c0d3d7486bda5b2967bd115557b23d3,2025-10-16
Standard Class_35.34_2,3c31d3d7b25b97d5063b1a546fa36fdd9f6242979196f5cf1dac92d9a18175f5,2025-10-16
Standard Class_504.9_5,dc5d54eaf94256719700360b012b1101814d07fbcdfc62b874d05c72c939e7e1,2025-10-16
Standard Class_25.99_1,53a51f710953ae31ee2ae1502cfbb08452dad90cfa33e766f3e0ac739d2e5a85,2025-10-16
Standard Class_2.032_1,1f9d56ced2ec33e57d86771f8befb2e73858f4bbeab65519847f4657231cdba0,2025-10-16
Standard Class_98.21_7,6f5e7dcda29116b775b4d53173f220119fd4aafc6a7305cba8e3b85daa38314e,2025-10-16
Same Day_25.06_2,8dbf4942983f9ae9ddfd3f745956899d0bc071fb645469e55dcecb7508621cac,2025-10-16
Second Class_842.352_3,41a0315855474fe2c789f57cb1dd5f417a450a404e297e8500f4dd333f83b103,2025-10-16
Standard Class_8.94_3,13e66ab216e9f521ed31786560429d2ea5253017ff4de03e84a208b3bc91c1f7,2025-10-16
Standard Class_466.158_7,ff9c1bff1ac3ce57c4ffcffa5ca91e32195a45a8e3b6ef838191a1917c8bcf57,2025-10-16
Standard Class_543.92_8,99a199bd1684866d981c7317680e74b3d3618fb0ce132e4aa6f80bc6d3d9a8c8,2025-10-16
Second Class_15.96_2,41f931a3a8ce737f947c38f0e0ea96f5dc74dc822d3366352a86bfa5c0a3c98c,2025-10-16
First Class_71.98_2,d3503903b540d469f7e46cbf677d488d6f14e36a05ac09e1a6e73f16265f0c89,2025-10-16
Standard Class_13.92_3,e9ffa8ae1ee34cd94301c2056919c0bae3fbd2a455862207c12347188c9d739d,2025-10-16
Standard Class_225.568_2,7ca23e571f744695e3fd2103adc565942672de6666ca745d9c6639cd6ef050c7,2025-10-16
Second Class_154.9_5,de235d736d4adb46a93f197a2d729fc830713a933100a35bc4be4ff1250d8d07,2025-10-16
Second Class_20.784_2,50c593a69066cc583a86a405a32ab248d56c735c11754a413d5100bb7370513e,2025-10-16
Second Class_24.424_1,8c11f5dde8964c2edc35e99a98c096773038b59ac2b47840f2446a1403f990da,2025-10-16
Standard Class_67.96_4,31a9fbb5be1c18d5f7b1d928e714933e3a59cb8e6c4d599dd539854cdf61d731,2025-10-16
Second Class_69.456_2,49eae17ca3ef5db99bfdf127d627258c1c2ab60b798d7e3b1f624ef77f2d417e,2025-10-16
